id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
38106963,Evon | Back Bay Convention CTR | Beautiful 1BR S1,212359760,Evonify,,South End,42.34185,-71.08151,Entire home/apt,387,29,11,2020-03-15,0.49,37,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38127095,Huge apartment with private bathroom.,84799963,Murat,,Brighton,42.35625,-71.16259,Entire home/apt,109,91,0,,,6,365,0,
38127199,"Queen Anne Suite, S. Boston Victorian, w/Breakfast",270846829,John And Kay,,South Boston,42.33636,-71.04464,Private room,175,2,12,2021-09-13,12,3,153,5,STR-416649
38128077,Chic & Comfort Boston Studio near Subway507,18110188,Cindy,,Allston,42.35184,-71.12401,Entire home/apt,150,29,61,2021-06-25,2.51,12,0,9,Exempt: This listing is a unit used for furnished institutional or business stays
38128388,Chic & Comfort Boston Studio near Subway511,18110188,Cindy,,Allston,42.35263,-71.12432,Entire home/apt,150,29,77,2021-01-27,3.28,12,0,20,Exempt: This listing is a unit used for furnished institutional or business stays
38128807,Chic & Comfort Boston Studio near Subway616,18110188,Cindy,,Allston,42.35226,-71.12401,Entire home/apt,150,29,51,2021-03-31,2.15,12,0,8,Exempt: This listing is a unit used for furnished institutional or business stays
38129448,Private & convenient studio right next to T 518,18110188,Cindy,,Allston,42.35196,-71.12517,Entire home/apt,150,29,38,2021-04-12,1.57,12,0,8,Exempt: This listing is a unit used for furnished institutional or business stays
38130228,Chic & Comfort Boston Studio near Subway502,18110188,Cindy,,Allston,42.35253,-71.12392,Entire home/apt,150,29,39,2021-08-31,1.94,12,0,5,Exempt: This listing is a unit used for furnished institutional or business stays
38130459,"Gorgeous space in vibrant area, right next to t403",18110188,Cindy,,Allston,42.35209,-71.12547,Entire home/apt,150,29,39,2021-04-28,1.94,12,0,8,Exempt: This listing is a unit used for furnished institutional or business stays
38130674,"-Gorgeous space in vibrant area, steps to the t316",18110188,Cindy,,Allston,42.3521,-71.12536,Entire home/apt,150,29,37,2021-07-24,1.54,12,0,5,Exempt: This listing is a unit used for furnished institutional or business stays
38131730,"Gorgeous space in vibrant area, steps to the t617",18110188,Cindy,,Allston,42.3526,-71.12561,Entire home/apt,150,29,46,2021-04-15,2.08,12,0,9,Exempt: This listing is a unit used for furnished institutional or business stays
38132369,2.33L Chocolate Sunshine,197583948,Sada,,Roxbury,42.31968,-71.0801,Shared room,27,91,2,2019-09-01,0.08,1,0,0,
38134488,Studio Room on Brigham Circle T Subway Station,184906834,Janice,,Mission Hill,42.33312,-71.10272,Entire home/apt,92,3,80,2021-09-13,80,1,146,40,STR-405821
38168575,Evon | Back Bay Convention CTR | Cozy Studio S9,212359760,Evonify,,Back Bay,42.34396,-71.08172,Entire home/apt,388,29,18,2020-03-23,0.81,37,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38178173,"Connected South End Studio w/ W/D near T Stops, by Blueground",107434423,Blueground,,Back Bay,42.34317,-71.08323,Entire home/apt,159,32,1,2020-06-28,0.07,168,35,0,
38215747,The Strathmore 15 w/AC | Queen Bed w/HdTV | One block to Greenline and short walk to Boston College!,71783,Lance,,Brighton,42.33931,-71.15122,Entire home/apt,98,30,4,2021-08-31,0.20,27,262,2,
38274887,"Ideal Back Bay 1BR w/ City View, A/C, near Charles River, by Blueground",107434423,Blueground,,Back Bay,42.350388,-71.090286,Entire home/apt,213,32,0,,,168,34,0,
38279103,1-1 ★ALLSTON★ 3 Mins to Green Line T -,290984032,Turana,,Allston,42.34967,-71.13482,Private room,99,29,2,2020-03-28,0.10,8,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38285740,Beautiful South End Unit,291036089,John,,South End,42.33786,-71.06915,Entire home/apt,699,91,0,,,1,179,0,Exempt: This listing is a unit used for furnished institutional or business stays
38301053,#B203 private Ac full size bed 全楼禁烟Boston,105851798,Anne,,Dorchester,42.30762,-71.06387,Private room,50,30,3,2020-10-31,0.14,15,153,1,
38311023,#B202 Private Room Near Umass Boston,105851798,Anne,,Dorchester,42.30968,-71.06546,Private room,50,30,1,2021-08-31,1,15,77,1,
38352489,Garden Level Oasis (with parking) in The South End,8595979,Jonathan,,South End,42.34101,-71.08103,Entire home/apt,250,365,0,,,1,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38377602,Natural Woods Luxury Condo- Boston,392970,Holly,,Roxbury,42.32282,-71.09125,Entire home/apt,573,2,6,2021-08-05,1.06,1,77,6,STR-439002
38382899,Lovely place in Jamaica Plain,292283551,Vitanur,,Jamaica Plain,42.32394,-71.10879,Entire home/apt,200,29,3,2020-02-23,0.13,6,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38384895,"Lovely place in Jamaica Plain, Room #1",292283551,Vitanur,,Jamaica Plain,42.32189,-71.10955,Private room,50,29,21,2020-02-05,0.88,6,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385157,"Lovely place in Jamaica Plain, Room #3",292283551,Vitanur,,Jamaica Plain,42.32232,-71.10955,Private room,50,29,8,2019-11-29,0.33,6,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385300,"Lovely place in Jamaica Plain, Room #4",292283551,Vitanur,,Jamaica Plain,42.32366,-71.10977,Private room,50,29,18,2020-04-11,0.77,6,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38385513,"Lovely place in Jamaica Plain, Room #5",292283551,Vitanur,,Jamaica Plain,42.32347,-71.10807,Private room,50,29,15,2020-04-02,0.76,6,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38387822,Boston comfort room,292399041,Henrique,,Dorchester,42.30946,-71.06461,Private room,110,29,22,2019-11-10,0.91,3,135,0,Str-409169
38388360,Large room 5 mins to greenT 10 mins to BC,200455160,Mo,,Brighton,42.34209,-71.15447,Private room,90,91,0,,,5,365,0,
38391365,1-2 ★ALLSTON★ 3 Mins to Green Line T - Comfortable,290984032,Turana,,Allston,42.34953,-71.1349,Private room,99,29,5,2020-04-15,0.25,8,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38391507,1-3 ★ALLSTON★ 3 Mins to Green Line T - Cozy Room,290984032,Turana,,Allston,42.35104,-71.13505,Private room,99,29,3,2020-02-29,0.14,8,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38401070,1-4 ★ALLSTON★ 3 Mins to Green Line T - Renovated..,290984032,Turana,,Allston,42.34924,-71.13608,Private room,99,29,4,2020-01-01,0.18,8,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38401377,2-1 ★ALLSTON★ 3 Mins to Green Line T - Comfortable,290984032,Turana,,Allston,42.34915,-71.13464,Private room,99,29,4,2020-01-19,0.20,8,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38407434,1863 House Bed and  Breakfast M307 Room 2,32532791,Marie,,South End,42.34202,-71.07588,Private room,135,2,10,2019-10-30,0.41,5,148,1,Approved by government
38412757,2-5 ★ALLSTON★ 3 Mins to Green Line T,218525774,Turana,,Allston,42.34953,-71.13636,Private room,35,29,0,,,4,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38422629,Perfect Boston Studio 3-22,285344759,Bv,,South End,42.34754,-71.07153,Entire home/apt,108,3,32,2021-07-18,1.38,27,148,3,LB-101723
38433315,L 1-22 Modern Efficiency Studio Awaits Your Stay! 1-22,285344759,Bv,,Bay Village,42.34796,-71.06889,Private room,112,2,21,2021-09-01,0.86,27,71,9,LB-101723
38462330,"Cozy room in large, quiet apartment",15695135,Bryan,,Dorchester,42.31956,-71.0573,Private room,75,14,0,,,1,2,0,STR-454712
38479825,A Boston Urban Oasis,193127194,Reagan,,Dorchester,42.30792,-71.04888,Private room,49,91,15,2019-11-30,0.64,1,0,0,STR-409353
38513768,"Practical South End 1BR near shops, restaurants & T Stops, by Blueground",107434423,Blueground,,Back Bay,42.343166,-71.083229,Entire home/apt,195,32,0,,,168,58,0,
38513869,"Mod Back Bay 1BR w/ A/C, nr. Charles River & Esplanade, by Blueground",107434423,Blueground,,Back Bay,42.350224,-71.090912,Entire home/apt,166,32,0,,,168,276,0,
38607597,Work remotely! 3BD House w 2 Offices/Garage/Yard,3549023,Michael,,Brighton,42.34565,-71.13922,Entire home/apt,250,2,40,2021-07-18,1.69,1,36,24,STR-410385
38643550,Evon | Back Bay | Lux Penthouse + City View S08,212359760,Evonify,,South End,42.34235,-71.08151,Entire home/apt,446,29,1,2020-01-29,0.05,37,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
38647730,1 Bed Apartment,272593664,Kelly,,East Boston,42.38765,-71.00208,Entire home/apt,80,5,26,2021-05-02,1.07,1,0,2,STR-408551
38661186,"Private studio, Chestnut Hill just off BC campus",295373757,George,,Brighton,42.341,-71.17255,Entire home/apt,100,91,7,2021-07-31,0.47,1,93,1,
38697559,Private Bedroom in Unique and Spacious Condo,28299940,Mauryn,,Jamaica Plain,42.31994,-71.11039,Private room,92,91,0,,,2,364,0,STR-396957
38730599,A nice basement apartment in a quiet neighborhood,357700886,Adolph,,Hyde Park,42.2711,-71.10983,Entire home/apt,70,29,4,2021-04-19,0.17,1,154,1,
38798321,L 3-B2 Prices And Location CANNOT Be Beat!,285344759,Bv,,Bay Village,42.34918,-71.06875,Entire home/apt,104,3,28,2021-07-11,1.52,27,96,5,LB-101723
38849678,2 Bedroom guest suite in Brighton w/private bath,3847479,Jonathan,,Brighton,42.35362,-71.15902,Entire home/apt,125,1,15,2021-09-05,0.71,1,140,8,STR-413457
38903125,Find Home with Modern Allston Living,297860058,June,,Brighton,42.35146,-71.14395,Private room,53,91,0,,,95,141,0,
38908913,Room near MBTA Forest Hills w/ private living room,201935605,Sherwin,,Roslindale,42.2926,-71.12241,Private room,42,29,5,2021-05-20,0.23,7,45,3,
38915419,"Lux Back Bay 1BR w/ A/C, nr. Charles River & Esplanade, by Blueground",107434423,Blueground,,Back Bay,42.350224,-71.090912,Entire home/apt,180,32,0,,,168,211,0,
38923194,"Room near MBTA Forest Hills, keyless self check-in",201935605,Sherwin,,Roslindale,42.29173,-71.12356,Private room,40,29,4,2021-01-24,0.19,7,45,2,
38971283,Jordan Trade Connection,298551564,Ali,,Mission Hill,42.33051,-71.11096,Entire home/apt,300,91,0,,,1,90,0,
39004265,T Modern Efficiency Studio Awaits Your Stay! 1-23,285344759,Bv,,South End,42.34737,-71.06862,Private room,112,2,13,2020-02-17,0.54,27,72,0,LB-101723
39023175,"Downtown Studio Apt, Perfect for Medical Workers",2356643,MyBostonTrip,,Downtown,42.35075,-71.06354,Entire home/apt,170,2,7,2021-08-15,1.60,32,347,7,STR-422488
39035114,"Boston Harbor, Encore Casino, North-end, BU, MIT.",247324615,Ana,,East Boston,42.37953,-71.02953,Entire home/apt,192,29,21,2020-07-27,0.99,2,0,0,STR-414692
39045406,Beautiful Fort Hill 2 bed 1 Bath right in Boston,69252401,Adler,,Roxbury,42.32689,-71.09397,Entire home/apt,127,2,54,2021-09-12,27.46,1,60,54,STR-439143
39056629,Spacious Long Term Private Room Close to Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32248,-71.06847,Private room,49,29,9,2021-06-27,0.42,8,275,3,
39129814,Sunny luxurious condo- in downtown and near beach,43870957,Connie,,South Boston,42.33088,-71.05198,Entire home/apt,150,29,1,2019-12-02,0.05,1,0,0,STR-411524
39178355,★ NEW 3BR ★ Upscale For Less!! Walk Boston,57368627,Haley,,South Boston,42.33513,-71.05266,Entire home/apt,294,2,38,2021-09-13,1.87,2,0,28,STR-418504
39199659,Private Designed Bedroom Long Term by Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32239,-71.06897,Private room,38,29,4,2021-06-19,0.22,8,203,2,
39202885,Private Trendy modern escape from home,22096965,Amenata,,Hyde Park,42.26012,-71.11477,Entire home/apt,90,29,4,2021-05-22,0.18,1,93,2,
39242821,T Safe/Clean Studio With Flexible Cancellations! 3-42,285344759,Bv,,South End,42.34735,-71.07063,Private room,126,29,19,2020-02-29,0.88,27,71,0,STR415222
39250599,Furnished Bedroom in Modern Brighton Townhouse!,127078529,Adina,,Brighton,42.35089,-71.15131,Private room,49,29,0,,,1,76,0,Exempt: This listing is a unit that has contracts with hospitals
39281476,"One Bedroom , Top Floor",122568097,Nick,,Roxbury,42.32591,-71.09489,Entire home/apt,75,91,0,,,3,90,0,
39298735,"L 1-41 Location A++, Sleeps 3 1-41",285344759,Bv,,South End,42.34771,-71.07009,Entire home/apt,119,2,23,2021-04-04,1.00,27,49,10,LB-101723
39352117,Quaint North Station 1BR w/ Gym + W/D + Doorman near Station by Blueground,107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,203,32,0,,,168,92,0,
39352154,Modern North Station 1BR w/ Gym + W/D + Doorman near TD Garden by Blueground,107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,212,32,0,,,168,101,0,
39352183,Airy North Station 1BR w/ W/D + Gym near Public Market by Blueground,107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,228,32,0,,,168,58,0,
39356181,Sleek North Station 1BR w/ Gym + W/D + Doorman near TD Garden by Blueground,107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,210,32,0,,,168,80,0,
39365653,Fantastic 2br apt with wonderful view Boston,102875095,Alex,,Jamaica Plain,42.3285,-71.11182,Entire home/apt,578,1,1,2021-03-27,0.17,3,363,1,STR-324156
39390476,Evon | SouthEnd | Luxury Apt | Boston Medical,212359760,Evonify,,South End,42.33848,-71.07669,Entire home/apt,370,29,14,2020-05-31,0.60,37,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
39394763,Beautiful 1 Bedroom Condo in Heart of South Boston,39938304,Elizabeth,,South Boston,42.33295,-71.04962,Entire home/apt,105,31,4,2021-05-01,0.19,1,146,2,
39456394,"Crisp North Station 1BR w/ Gym + W/D near Public Market, by Blueground",107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,207,32,0,,,168,98,0,
39456430,"Lovely North Station 1BR w/ Doorman + Gym near North Station, by Blueground",107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,350,32,0,,,168,0,0,
39456451,Central North Station 1BR w/ W/D + Gym near Public Market by Blueground,107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,205,32,0,,,168,98,0,
39456474,Ideal North Station 1BR w/ Gym + W/D near North Station by Blueground,107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,351,32,0,,,168,0,0,
39458299,"Hip North End Studio w/ Gym + W/D + Doorman near station, by Blueground",107434423,Blueground,,Downtown,42.36477,-71.06314,Entire home/apt,185,32,0,,,168,22,0,
39458704,"Smart North End 1BR w/ W/D + Doorman near TD Garden, by Blueground",107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,207,32,0,,,168,96,0,
39461055,"Charming North End Studio w/ Gym + W/D near Public Market,  by Blueground",107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,274,32,0,,,168,0,0,
39461104,Convenient North End Studio w/ W/D + Gym near TD Garden by Blueground,107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,167,32,0,,,168,92,0,
39461138,Equipped North Station Studio w/ W/D + Doorman near TD Garden by Blueground,107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,170,32,1,2021-04-19,0.19,168,92,1,
39461190,Comfy North Station Studio w/ Doorman + W/D near TD Garden by Blueground,107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,170,32,0,,,168,104,0,
39461223,Crisp North Station Studio w/ Gym + W/D near North Station by Blueground,107434423,Blueground,,Downtown,42.364773,-71.063141,Entire home/apt,249,32,0,,,168,0,0,
39536784,5BR triple decker apartment – 15 mins to City,271440146,Caleb,,Dorchester,42.29812,-71.06917,Entire home/apt,162,2,20,2021-09-12,3.16,1,336,20,STR-423691
39557276,"Luxe, private rowhouse retreat on Bunker Hill!",303935573,Donna,,Charlestown,42.37623,-71.06328,Entire home/apt,165,29,9,2020-01-24,0.46,1,0,0,STR-408185
39575894,Big and bright Jamaica Plain apartment (Boston),187134980,Caitlin,,Jamaica Plain,42.30345,-71.1077,Entire home/apt,187,1,6,2021-06-27,0.31,1,5,1,STR-454710
39576029,Comfortable Apartment Near Train Room #1,105937428,Alejandro,,Roxbury,42.31852,-71.07621,Private room,47,2,41,2021-09-10,2.11,2,56,6,Str-424924
39578477,Comfortable Apartment Near Train Room #2,105937428,Alejandro,,Roxbury,42.31817,-71.07621,Private room,49,2,27,2021-09-17,1.25,2,54,6,STR-424924
39583307,Boston beautiful Room,292399041,Henrique,,Dorchester,42.30882,-71.06636,Private room,120,29,10,2020-03-01,0.44,3,365,0,Str-409169
39604562,"Over-sized historic one bedroom MGH,BU,MIT",31340713,Kama,,Back Bay,42.35364,-71.08267,Entire home/apt,134,29,5,2021-08-15,0.24,13,0,3,
39610492,"Location A++, Duplex In Southie, Walk To Bars/Restaruants",304356203,Mike & Silvana,,South Boston,42.33582,-71.03783,Entire home/apt,169,2,16,2021-08-29,0.79,1,72,12,STR-413925
39621523,T Prices/Location CANNOT Be Beat! 1-B1,285344759,Bv,,South End,42.34752,-71.06996,Entire home/apt,104,3,15,2021-09-03,0.70,27,90,5,Lb-101723
39626192,King Bed in your own Boston oasis.,285904748,AAA Homestays,,Roxbury,42.30782,-71.08628,Private room,126,91,0,,,3,365,0,
39633100,Modern 2bed/2bath Apt | Close to TD Garden,133407298,Juliana & Ivan (Myhomelike),,Downtown,42.36402,-71.06194,Entire home/apt,270,29,13,2020-11-01,1.08,1,0,7,Exempt: This listing is a unit used for furnished institutional or business stays
39645126,Cute South End Apt in AMAZING location,19006719,Sarah,,South End,42.34619,-71.07065,Entire home/apt,100,91,0,,,1,90,0,
39686073,Luxury Beacon Hill Condo With Private Patio/Garden,305017623,Sean,,Beacon Hill,42.35691,-71.07325,Entire home/apt,183,32,0,,,1,158,0,
39700598,Fully Furnished Long Term Bedroom by Downtown,299340250,Teresa & Jonathan,,Roxbury,42.32396,-71.07069,Private room,38,29,1,2021-06-18,0.32,8,215,1,
39732562,"Sunny, 1 bedroom,steps to public trans,parkg avail",266312920,STARS Of,,Brighton,42.33909,-71.15035,Entire home/apt,131,29,0,,,15,0,0,
39772695,"Boston Homestel, Double Bed",305274008,Boston,,Dorchester,42.32114,-71.05393,Private room,10000,1,12,2020-08-02,0.55,1,49,0,STR-383164
39788966,"Apartment w/Parking, minutes to airport / Downtown",305860570,Joseph,,East Boston,42.38434,-71.01818,Entire home/apt,205,2,43,2021-09-17,2.30,1,205,32,STR-413717
39820036,"Summer/Fall In Boston, Stay Now, 143-32",285344759,Bv,,Beacon Hill,42.35311,-71.0701,Private room,112,2,16,2021-08-14,0.84,27,34,3,LB-101723
39839798,Your comfort place,292399041,Henrique,,Dorchester,42.31031,-71.06632,Entire home/apt,500,29,0,,,3,365,0,Str-409169
39893738,★ Ashmont Apartment | Close to Subway + Downtown ★,102027626,Romo & Nayeli,,Dorchester,42.28789,-71.06788,Entire home/apt,191,2,49,2021-09-13,2.44,6,96,34,STR-398049
39907832,"Airy Back Bay 1BR w/ A/C, nr. Esplanade & Copley Mall, by Blueground",107434423,Blueground,,Back Bay,42.35022,-71.09091,Entire home/apt,194,32,0,,,168,118,0,
39908091,Brighton 2BR near St. Elizabeth's Hospital,107434423,Blueground,,Brighton,42.349651,-71.149483,Entire home/apt,197,32,0,,,168,224,0,
39913699,Cozy fully renovated condo in historic Fort Hill,64051705,Nina,,Roxbury,42.32406,-71.09547,Entire home/apt,180,29,1,2019-12-01,0.05,1,0,0,STR-414812
39966579,201C monthly rental room with private bath BU Med,41932249,Ann,,Roxbury,42.32751,-71.08083,Private room,45,91,0,,,4,90,0,
39971003,"Summer/Fall In Boston, Stay Now, 143-42",285344759,Bv,,South End,42.34782,-71.07078,Private room,112,2,4,2021-05-12,0.21,27,72,2,LB-101723
39984676,Country home in the city of Boston.,42947943,Emily,,Jamaica Plain,42.30445,-71.13064,Entire home/apt,185,300,5,2020-03-09,0.24,1,75,0,STR-416110
39999591,Ideally Located Spacious Boston House,308457137,Victor,,South Boston,42.33481,-71.04767,Entire home/apt,310,3,83,2021-09-11,3.72,1,99,52,STR-414938
40012368,Evon | Back Bay Convention CTR | Beautiful 1BR S14,212359760,Evonify,,Back Bay,42.34257,-71.08331,Entire home/apt,388,29,4,2020-05-12,0.20,37,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
40031197,Sonder | Financial District | Airy 1BR + Sofa Bed,224829568,Sonder (Boston),,Downtown,42.35714,-71.05336,Entire home/apt,249,30,2,2021-06-28,0.20,6,77,2,
40035442,"T Prices Cannot Be Beat, Perfect Boston Apartment 5-32",285344759,Bv,,Bay Village,42.34863,-71.0693,Private room,112,2,8,2021-08-28,0.39,27,72,1,LB-101724
40134575,Sonder | Financial District | Sunny 1BR + Sofa Bed,224829568,Sonder (Boston),,Downtown,42.3585,-71.05389,Entire home/apt,249,30,0,,,6,0,0,
40158763,"No sharing Close to Universit.Hospital, Downtown.",49565531,Maria,,Jamaica Plain,42.32093,-71.10587,Entire home/apt,150,29,2,2020-11-25,0.19,3,0,2,STR445532
40159691,Ensuite  Master Heaven with bathroom,227889113,Lee,,Dorchester,42.29937,-71.08098,Private room,300,1,7,2021-04-11,0.34,4,332,3,STR-418154
40176444,Queen Bed in your own Boston oasis.,285904748,AAA Homestays,,Roxbury,42.30967,-71.086,Private room,40,91,1,2020-02-15,0.05,3,289,0,
40227108,Savin Hill Cozy ( B),310681680,Frank,,Dorchester,42.31075,-71.05355,Private room,90,29,7,2020-03-02,0.33,4,2,0,STR-413138
40287437,Sutton Comfort Room 1,311212997,Elisio,,Dorchester,42.28302,-71.08859,Private room,81,1,45,2021-09-12,2.22,3,262,28,STR-447613
40299766,Back Bay 1 Bedoom around the corner for Newbury St,38997,Michelle,,Back Bay,42.35001,-71.08404,Entire home/apt,96,91,0,,,11,292,0,
40322765,Luxury Boston Apartment Fenway,158837906,Hesham,,Fenway,42.34373,-71.10202,Entire home/apt,524,1,0,,,10,365,0,STR-635478
40350981,Beautiful Remodeled South End Condo,8034830,Robert,,Back Bay,42.34683,-71.08363,Entire home/apt,161,29,37,2021-02-15,4.89,1,114,19,STR-416249
40351759,Boston Marathon 2020 at Boston Custom House,311590009,James,,Downtown,42.35863,-71.05272,Entire home/apt,600,3,0,,,1,0,0,Exempt: This listing is a hotel or motel
40352027,"Renovated 1BED, Steps to MBTA, Shops & Restaurants",31340713,Kama,,Brighton,42.33718,-71.1477,Entire home/apt,134,28,0,,,13,130,0,
40364138,Shared room 5 mins from Northeastern University,256237272,Ajith Kumar,,Mission Hill,42.33609,-71.09545,Shared room,20,180,0,,,1,179,0,
40365393,"Smart South Boston 1BR w/ W/D in unit, nr. Carson Beach, by Blueground",107434423,Blueground,,South Boston,42.330956,-71.043785,Entire home/apt,187,32,1,2021-01-21,0.12,168,365,1,
40365443,"Mod South Boston 1BR w/ Doorman, W/D, nr. Seaport, by Blueground",107434423,Blueground,,South Boston,42.34114,-71.04958,Entire home/apt,204,32,1,2020-06-24,0.07,168,323,0,
40375320,Modern Studio in Boston Near Metro + Pet-Friendly,48005494,Zeus,,Downtown,42.35465,-71.05398,Entire home/apt,154,31,3,2021-04-30,0.39,16,325,3,
40375467,Lovely Studio in Boston Near Metro + Pet-Friendly,48005494,Zeus,,Downtown,42.35477,-71.05385,Entire home/apt,143,31,4,2021-07-12,0.45,16,330,4,
40423797,"Lux South Boston 1BR w/ Doorman, W/D, nr. Seaport, by Blueground",107434423,Blueground,,South Boston,42.341137,-71.049583,Entire home/apt,238,32,1,2021-08-01,0.60,168,171,1,
40424027,2-2 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.35065,-71.13534,Private room,77,29,4,2020-03-16,0.19,8,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
40424417,2-3 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.35064,-71.13538,Private room,77,29,3,2020-02-15,0.14,8,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
40429003,"Renovated,Fully Furnished 1 Bedroom in Back Bay",266312920,STARS Of,,Back Bay,42.35402,-71.08111,Entire home/apt,134,29,0,,,15,0,0,
40439006,Bright Spacious Apt w/ Free On Street Parking,116319471,Greg And Alicia,,Dorchester,42.29035,-71.067,Entire home/apt,245,1,7,2020-11-15,0.37,2,351,4,STR-416826
40469593,Tiny & Cozy Room | Walking to Airport + Subway,1407005,Izzy,,East Boston,42.3779,-71.03509,Private room,66,29,17,2020-11-29,0.83,3,79,5,STR-415972
40481158,Hospital Haven,235950637,Lorraine,,Mission Hill,42.32747,-71.10774,Private room,65,31,3,2021-08-31,1.41,1,131,2,
40485312,No3,310681680,Frank,,Dorchester,42.30902,-71.0517,Private room,50,29,12,2020-10-25,0.62,4,2,1,STR-314137
40485818,Downtown Boston/UMASS/Lovely Private Room(4),310681680,Frank,,Dorchester,42.30938,-71.05183,Private room,61,29,28,2020-11-24,1.36,4,59,5,STR-413137
40485953,Savin Hill private bedroom/Downtown Boston/UMASS(5,310681680,Frank,,Dorchester,42.30953,-71.05246,Private room,65,29,8,2020-12-08,0.38,4,0,3,STR-413137
40493715,"Sunny, Private, Furnished 1 Bed Condo with Porch",266312920,STARS Of,,Brighton,42.33826,-71.15115,Entire home/apt,131,29,0,,,15,268,0,
40493790,"Furnished , Newly Renovated, Spacious Studio",266312920,STARS Of,,Brighton,42.33837,-71.14987,Entire home/apt,94,29,0,,,15,319,0,
40502847,"Modern Clean Room by Airport, 15 min Downtown",1407005,Izzy,,East Boston,42.37802,-71.03529,Private room,76,29,15,2021-06-30,0.70,3,79,5,STR-415972
40512451,"T Clean, Safe, & Ready For You! 143-33",285344759,Bv,,Bay Village,42.34785,-71.07046,Private room,112,2,5,2020-03-01,0.23,27,72,0,LB-101723
40530153,One bedroom available,260850604,Kat,,Jamaica Plain,42.32243,-71.10051,Private room,19,271,0,,,1,0,0,
40538985,Contemporary South End Condo,314025657,Mary,,South End,42.33943,-71.07365,Entire home/apt,200,30,5,2021-07-31,0.37,1,30,4,STR-422993
40540109,2-4 ★ALLSTON★ 3 Mins to Green Line T,290984032,Turana,,Allston,42.34989,-71.13524,Private room,77,29,2,2020-02-28,0.09,8,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
40567601,"Renovated, Sunny, Spacious Studio in Boston",96961013,Deb,,Brighton,42.337,-71.15016,Entire home/apt,97,29,0,,,3,321,0,
40572099,"Newly Renovated 1 Bed in Victorian Home, Sleeps 4",96961013,Deb,,Brighton,42.33747,-71.15182,Entire home/apt,131,28,0,,,3,259,0,Exempt: This listing is a unit used for furnished institutional or business stays
40593640,"NEW! Boston Condo Near MBTA, 3Mi to Fenway! (U1)",41266357,Frank,,Roxbury,42.32025,-71.07481,Entire home/apt,115,3,45,2021-09-01,2.20,3,108,33,STR-414833
40594409,"NEW! Boston Condo Near MBTA, 3Mi to Fenway ! (U3)",41266357,Frank,,Roxbury,42.32063,-71.0737,Entire home/apt,144,3,41,2021-09-02,1.96,3,115,25,STR-414833
40613042,Boston Hideaway,314711945,Rachel,,South Boston,42.33314,-71.049,Entire home/apt,250,3,54,2021-09-05,19.29,1,309,35,Str-418727
40617998,"Modern, Newly Renovated 3Bed, 2Bath, Steps to MBTA",31340713,Kama,,Brighton,42.33694,-71.15024,Entire home/apt,200,29,2,2021-08-01,0.21,13,303,2,
40622067,"Cozy, Modern, Newly Renovated 3Bed, 2Bath",266312920,STARS Of,,Brighton,42.33844,-71.15009,Entire home/apt,200,29,0,,,15,303,0,
40677987,"Stately, beautiful home",160205390,Linda,,Jamaica Plain,42.30356,-71.1297,Entire home/apt,127,91,0,,,1,180,0,
